10	11	0.027275	0.00596562
11	9	0.030857	0.00753833
9	11	0.011692	0.00753833
11	2	0.038422	0.00379285
2	11	0.048246	0.00379285
11	7	0.037256	0.00520762
7	11	0.029286	0.00520762
12	0	0.017129	0.00319620
0	12	0.011991	0.00319620
12	2	0.015771	0.00881857
2	12	0.014414	0.00881857
12	5	0.010304	0.00078254
5	12	0.014582	0.00078254
12	9	0.043839	0.00054389
9	12	0.029217	0.00054389
12	3	0.033910	0.00381388
3	12	0.039673	0.00381388
13	4	0.032458	0.00349472
4	13	0.012502	0.00349472
13	1	0.034069	0.00147525
1	13	0.049036	0.00147525
13	6	0.013899	0.00281375
6	13	0.017043	0.00281375
13	0	0.043709	0.00649913
0	13	0.028877	0.00649913
13	10	0.010995	0.00212258
10	13	0.027401	0.00212258
14	3	0.024889	0.00444250
3	14	0.015187	0.00444250
14	12	0.042958	0.00671640
12	14	0.049778	0.00671640
14	1	0.028635	0.00474387
1	14	0.025537	0.00474387
14	5	0.034319	0.00649084
5	14	0.016631	0.00649084
14	13	0.022049	0.00572463
13	14	0.045182	0.00572463
15	2	0.011639	0.00879998
2	15	0.028342	0.00879998
15	11	0.032601	0.00674133
11	15	0.022204	0.00674133
15	10	0.025220	0.00792208
10	15	0.049761	0.00792208
15	13	0.016821	0.00586552
13	15	0.036186	0.00586552
15	0	0.024239	0.00221746
0	15	0.023604	0.00221746
16	7	0.010877	0.00638615
7	16	0.037528	0.00638615
16	8	0.035050	0.00552256
8	16	0.028634	0.00552256
16	1	0.031884	0.00476103
1	16	0.017970	0.00476103
16	15	0.016528	0.00696628
15	16	0.016175	0.00696628
16	3	0.018320	0.00539792
3	16	0.045052	0.00539792
17	6	0.032961	0.00745278
6	17	0.038146	0.00745278
17	3	0.016997	0.00465683
3	17	0.040353	0.00465683
17	0	0.036492	0.00508958
0	17	0.040067	0.00508958
17	2	0.024436	0.00792215
2	17	0.020867	0.00792215
17	5	0.017850	0.00798720
5	17	0.043109	0.00798720
18	3	0.028855	0.00213121
3	18	0.017147	0.00213121
18	2	0.039415	0.00687938
2	18	0.038093	0.00687938
18	1	0.021511	0.00480877
1	18	0.015963	0.00480877
18	0	0.040929	0.00175389
0	18	0.044354	0.00175389
18	7	0.049444	0.00463683
7	18	0.012384	0.00463683
19	12	0.018025	0.00845758
12	19	0.022712	0.00845758
19	1	0.042589	0.00804921
1	19	0.026858	0.00804921
19	0	0.043611	0.00543960
0	19	0.030650	0.00543960
19	3	0.040471	0.00494667
3	19	0.040680	0.00494667
19	18	0.040891	0.00549649
18	19	0.030706	0.00549649
20	11	0.014834	0.00808016
11	20	0.013373	0.00808016
20	6	0.018797	0.00808318
6	20	0.038746	0.00808318
20	3	0.015731	0.00535846
3	20	0.010738	0.00535846
20	18	0.029958	0.00446917
18	20	0.037303	0.00446917
20	5	0.026976	0.00141031
5	20	0.015793	0.00141031
21	17	0.045181	0.00580962
17	21	0.031221	0.00580962
21	4	0.018274	0.00790504
4	21	0.025880	0.00790504
21	3	0.041480	0.00121819
3	21	0.041160	0.00121819
21	20	0.032692	0.00423238
20	21	0.011897	0.00423238
21	6	0.016807	0.00805229
6	21	0.039061	0.00805229
22	19	0.039695	0.00677706
19	22	0.047124	0.00677706
22	5	0.044278	0.00184385
5	22	0.027855	0.00184385
22	8	0.017111	0.00314287
8	22	0.045138	0.00314287
22	14	0.026325	0.00515507
14	22	0.028509	0.00515507
22	17	0.038302	0.00630504
17	22	0.043953	0.00630504
23	13	0.030457	0.00450449
13	23	0.028954	0.00450449
23	1	0.040763	0.00307474
1	23	0.015745	0.00307474
23	0	0.030125	0.00838840
0	23	0.024207	0.00838840
23	8	0.022523	0.00577404
8	23	0.020563	0.00577404
23	14	0.040331	0.00479104
14	23	0.023808	0.00479104
24	0	0.022161	0.00315134
0	24	0.018564	0.00315134
24	23	0.011821	0.00650973
23	24	0.025708	0.00650973
24	7	0.033289	0.00665266
7	24	0.036395	0.00665266
24	14	0.029316	0.00181807
14	24	0.039353	0.00181807
24	11	0.041227	0.00346927
11	24	0.017790	0.00346927
25	17	0.032452	0.01075386
17	25	0.029594	0.01075386
25	12	0.046963	0.00529642
12	25	0.012362	0.00529642
25	14	0.022038	0.00848988
14	25	0.019423	0.00848988
25	19	0.032055	0.01145498
19	25	0.039123	0.01145498
25	0	0.042204	0.00762493
0	25	0.042625	0.00762493
26	3	0.022536	0.00259003
3	26	0.031831	0.00259003
26	21	0.035744	0.00267572
21	26	0.032868	0.00267572
26	15	0.020834	0.00293503
15	26	0.041171	0.00293503
26	5	0.044389	0.00326982
5	26	0.014349	0.00326982
26	4	0.049399	0.00659883
4	26	0.026725	0.00659883
27	14	0.014075	0.00594423
14	27	0.020501	0.00594423
27	22	0.046770	0.00619191
22	27	0.047099	0.00619191
27	2	0.045879	0.00303193
2	27	0.034709	0.00303193
27	3	0.045784	0.00765468
3	27	0.014216	0.00765468
27	11	0.015440	0.00466262
11	27	0.023413	0.00466262
28	2	0.024179	0.00887385
2	28	0.019444	0.00887385
28	4	0.039512	0.00905479
4	28	0.035490	0.00905479
28	24	0.023507	0.00254736
24	28	0.013473	0.00254736
28	9	0.036007	0.00486024
9	28	0.028541	0.00486024
28	1	0.045550	0.00705508
1	28	0.024859	0.00705508
29	19	0.042595	0.00760686
19	29	0.023984	0.00760686
29	20	0.019630	0.00267899
20	29	0.048448	0.00267899
29	1	0.047725	0.00439886
1	29	0.022246	0.00439886
29	22	0.041665	0.00172850
22	29	0.012098	0.00172850
29	8	0.037111	0.00154313
8	29	0.020726	0.00154313
